"","ID","State","Date","text","sentiments_x","Phase","simpleSenti"
"1",1240728065983959040,"Ohio",2020-03-19,"#statewaterheaters #getitin #corona #keepingpeoplesafe #plumber #pickeringtonohio new water heater swap out @ pickerington, ohio https://t.co/fmcpth88m4",0.136363636363636,"P1","Positive"
"2",1240738264312467456,"Ohio",2020-03-19,"to all of our customers, friends and families. please take note that we will be closing our doors effective today at 5pm until further notice. there are no know cases of corona-virus at boardman subaru we simplyâ€¦ https://t.co/34lvm8xhyb",0.2,"P1","Positive"
"3",1240763934350729216,"Pennsylvania",2020-03-19,"corona virus approved activities at the glass house!  #covid19 #backtobasics #puzzlesrock #winelife #deerfootwinery #staycationfunwiththewife @ wyomissing park, reading https://t.co/svgv8midwr",0,"P1","Neutral"
"4",1240782548613152768,"Pennsylvania",2020-03-19,"how is @anytimefitness on route 228 in #cranberry #township still #open? 

#corona #virus #2020 @ anytime fitness https://t.co/z4xaiuhyj4",0,"P1","Neutral"
"5",1240928691141652480,"Pennsylvania",2020-03-20,"â€œmy coronaâ€ (â€œmy sheronaâ€ satire). hope to spread some smiles rather than a virus.  share this. make it go viral. ha #covid_19 #newmusic #spoofs. ðÿž¶on @ manayunk, philadelphia https://t.co/wcvzzvofbf",0,"P1","Neutral"
"6",1241060256609861632,"Ohio",2020-03-20,"i must say that this past week has been pretty nice actually ðÿ˜šðÿžðÿ…ðÿ”ðÿœ¿ #stayhome #stayhealthy #corona #farmlife #keepingbusyathome #socialdistancing #taulbeehillsidefarms #masontaulbee #homesteading #growyourownâ€¦ https://t.co/mgcllblqy5",0.15,"P1","Positive"
"7",1241065330140536832,"Indiana",2020-03-20,"updated re-opening hours as we just donâ€™t know at this time! we will be back just as soon as possible! stay safe! #closedfornow #brides #weddingdresses #promdresses #corona #shutdown @ rose gate bridal https://t.co/nhuuwa1wmb",0.30625,"P1","Positive"
"8",1241076383138398208,"Ohio",2020-03-20,"those are lies. while you do the research on your own and since instagram now hates when i provide the link to my company website, go yo my twitter (@ in bio) to see what i have to offer.

#corona #coronabeerâ€¦ https://t.co/jodefk9e1p",0.6,"P1","Positive"
"9",1241115815493218304,"Pennsylvania",2020-03-20,"all you need in the #corona lock in ! @mywhimsicle ðÿðÿžðÿžðÿšðÿ‹ðÿ‹ðÿœðÿ‰ðÿ‡ðÿ“ðÿ“ðÿ’ðÿ‘ðÿ¥­ðÿ­ 484-769-5548 @ philadelphia, pennsylvania https://t.co/tmgy9c2sni",0,"P1","Neutral"
"10",1241124795175120896,"Pennsylvania",2020-03-20,"drinking a corona light by @grupomodelo_mx @ salisbury yard waste â€” https://t.co/xywpsrypfq",0.1,"P1","Positive"
"11",1241126695291301888,"Ohio",2020-03-20,"normally about this time i'm getting ready to spin at buckeye crazy. due to the corona i'm up here taking my equipment back to the lab. it's been at least 15 years i haven't dj'd on a friday and saturday. i canâ€¦ https://t.co/vtwnnidgk0",-0.1125,"P1","Negative"
"12",1241129120056127488,"Pennsylvania",2020-03-20,"empty city #corona #covid_19 #photography #photoshoot #city #life @ lancaster, pennsylvania https://t.co/8m37dj7yse",-0.1,"P1","Negative"
"13",1241169961214672896,"Pennsylvania",2020-03-21,"it was great to play some music with my oldest kid today! rileylaurenmusic 

#tangled #disney #iseethelight #music #corona #quarantine #sing #cover #piano @ philadelphia, pennsylvania https://t.co/52xnim58yh",1,"P1","Positive"
"14",1241190022163902464,"Kentucky",2020-03-21,"school will be closed at least through april 20th in kentucky in order to protect the health and safety of everyone.the corona virus is not discriminating. it is hitting all age groups,â€¦ https://t.co/aps41d4xsh",-0.133333333333333,"P1","Negative"
"15",1241219313564033024,"Pennsylvania",2020-03-21,"happy birthday brother hope  you have all the tacos,  corona beers and happy miles ! mikeandmike.solution  cumming soon! @ millvale, pennsylvania https://t.co/9bmzea9dvq",0.9,"P1","Positive"
"16",1241304996777472000,"Ohio",2020-03-21,"my new normal...coffee and hand sanitizer at the news desk. keep washing you hands, friends:) #corona #washyourhands #wereinthistogether @ columbus, ohio https://t.co/xmap0tsmuu",0.318181818181818,"P1","Positive"
"17",1241338760006172672,"Michigan",2020-03-21,"y'all can breathe in these jus fine? i feel like it's probably jus me. lol. #corona #coronavirus #quarantine #mask #facemask #eyes #greeneyes #bedhead @ flint, michigan https://t.co/fmmd7rme6e",0.608333333333333,"P1","Positive"
"18",1241387793269440512,"Pennsylvania",2020-03-21,"thinking about life before corona @ philadelphia, pennsylvania https://t.co/cb2jr1yyhz",0,"P1","Neutral"
"19",1241390969510965248,"Kentucky",2020-03-21,"facetime cooking with uncle tommy in arizona! #corona #quarantine #social @ louisville, kentucky https://t.co/g4cqve5vob",0.0333333333333333,"P1","Neutral"
"20",1241403696224841728,"Indiana",2020-03-21,"i donâ€™t always watch replays of basketball games, but when i do itâ€™s to watch @boilerball or @kentuckymbb get beat by @ueathletics_mbb! ðÿ™œðÿ» ðÿ˜œ #corona #quarantine interestingly, kentuckyâ€™sâ€¦ https://t.co/ncauhwxcyj",0.5,"P1","Positive"
"21",1241405029640065024,"Michigan",2020-03-21,"the power of social distancing!!!!! #stayathome #socialdistancing #corona #prayforitaly #prayfortheworld @ bloomfield hills, michigan https://t.co/ynw52mzitc",0.101725260416667,"P1","Positive"
"22",1241444155777331200,"Kentucky",2020-03-21,"dad came for a visit today... how are you #socialdistancing ?  #corona #covid_19 #stayhealthy @ jeffersontown, kentucky https://t.co/ii082vwsrd",0,"P1","Neutral"
"23",1241445013134901248,"Indiana",2020-03-21,"these my babies n ainâ€™t nobody finna touch em                                 (p.s. corona i wasnâ€™t done making memories so i need my people back now please) @ university of saint francis - fort wayne, in https://t.co/whuavhmoaj",0,"P1","Neutral"
"24",1241452503742496768,"Ohio",2020-03-21,"tune in tonight @hamadmalkuwari on fb as i will be djing live bringing great music and great vibes! let me help take your mind off of this corona virus and letâ€™s have some fun. please share and invite all yourâ€¦ https://t.co/myewsjrord",0.559090909090909,"P1","Positive"
"25",1241499056054116352,"Ohio",2020-03-21,"hi-litez of the week archives...ðÿ‘ðÿ¿
.
.
while at home quarantined,  just a quck review of what we do! it put a smile on my face...ðÿ™‚
corona won't stop is! we haven't stopped..we've gone virtual..and have onlineâ€¦ https://t.co/znphghadlo",0.375,"P1","Positive"
"26",1241532956872716288,"Pennsylvania",2020-03-22,"#corona catering!!!
donâ€™t waste your stockpile this early in the lockdown. while you can, grab a dinner-to-go!
#stayin #stayhealthy @ panico's neighborhood grill &amp; sports tavern https://t.co/op3p2r0zrw",-0.0375,"P1","Neutral"
"27",1241572345669660672,"Pennsylvania",2020-03-22,"welcome to the nerdtino corona virus survival 
guide part 2. a little suggestion to keep you entertained 
through this self isolation. we're constantly saying that 
we never have enough time to do certain thingsâ€¦ https://t.co/vvjqpz1pbr",0.165357142857143,"P1","Positive"
"28",1241714939070423040,"Indiana",2020-03-22,"â€œi was born in the before times, so long ago. before the quarantine. before corona.â€ @ broad ripple, indiana https://t.co/vqgwasoe4z",0.0062499999999999,"P1","Neutral"
"29",1241718379163115520,"Ohio",2020-03-22,"do you have a fluid &amp; electrolytes test coming up at tri-c?

are you freaking out because your nclex has been rescheduled &amp; you are afraid you will forget key points on this difficult exam? 

well during this coronaâ€¦ https://t.co/u5781hkitg",-0.275,"P1","Negative"
"30",1241740449137799168,"Indiana",2020-03-22,"someone is ready to tackle the corona while doing curbside! @ best buy https://t.co/nbkyoge72l",0.625,"P1","Positive"
"31",1241752845541654528,"Kentucky",2020-03-22,"sbizzaro wins! #chalk #art #quarantine #corona @ louisville, kentucky https://t.co/x0eosua70h",0.375,"P1","Positive"
"32",1241771625650860032,"Pennsylvania",2020-03-22,"the last pie of the pandemic. 

until we meet again...

#hustleoff #beerme #partyhard #corona #quarantine @ badstreet, philadelphia, pa https://t.co/swpigvlk1k",0,"P1","Neutral"
"33",1241772578928295936,"Pennsylvania",2020-03-22,"#ðÿ–•ðÿ¾#corona ! but iâ€™m figuring out creative ways to make money ! @mywhimsicle can still make deliveries 484-769-5548 @ pennsylvania https://t.co/cc7kngzt03",0.625,"P1","Positive"
"34",1241784961318830080,"Michigan",2020-03-22,"let me keep you look beautiful. bored. browse my website and i will deliver to you or mail.  https://t.co/vj1hf3cgng #noncontact #corona #orderonline #freedelivery #freeshipping #marykay #supportsmallbusinessâ€¦ https://t.co/wj0efl2ksg",0.175,"P1","Positive"
"35",1241801978419859456,"Michigan",2020-03-22,"corona christina, pt. âœœðÿ»: still loves jesus, coffee, social distancing, and has been confronted with a possible addiction to social media; please pray for me and the other humans living on the earth and wash yourâ€¦ https://t.co/v53tl7dvco",-0.0145833333333333,"P1","Neutral"
"36",1241815381809025024,"Michigan",2020-03-22,"due to gov. mandate weâ€™re closed ðÿ™ðÿ¾be safe everyone! #corona #covid_19 #businessshutdown #temporary #alottalocs @ southfield, michigan https://t.co/pigdrhdufm",0.133333333333333,"P1","Positive"
"37",1241835235567960064,"Pennsylvania",2020-03-22,"drinking a freebird by @lordhobobrewing @ corona extra beach house â€” https://t.co/4hjpqf2cjh",0,"P1","Neutral"
"38",1241840531753373696,"Pennsylvania",2020-03-22,"i caught it. - drinking a corona light by @grupomodelo_mx @ skippack, pa  â€” https://t.co/xubfse6uhu",0.4,"P1","Positive"
"39",1241844869766828032,"Michigan",2020-03-22,"felt good to get out of quarantine and get a grind with my coaches thomas nikeman smith and michael powers, anahuac gym aint scared of no corona, prettyboy ainâ€™t scared of no coronaðÿ’¯ðÿ’ªðÿ½ðÿ˜ðÿ¥šðÿ‘‘ðÿ¥¶ðÿ˜ž @ anahuac boxing club https://t.co/bgjdunkqpy",0.7,"P1","Positive"
"40",1241905801356247040,"Indiana",2020-03-23,"going out for orange juice.
#corona #itscoronatime @ indianapolis, indiana https://t.co/hrchx98wwh",0,"P1","Neutral"
"41",1242094443076993024,"Michigan",2020-03-23,"this is how you quarantine :) #corona #rona #pcmasterrace #pc #gamer #gamergirl afuciarelli49 pleenis  #divinityoriginalsin2 #divinity @ westland, michigan https://t.co/q7lqytx1nj",0.5,"P1","Positive"
"42",1242112043232223232,"Kentucky",2020-03-23,"made some jiffymixes corn muffin this morning! canâ€™t wait for them to cool down! #yum #foodporn #homemade #jiffycornbread #muffin #corona @ lexington, kentucky https://t.co/sque6mabjm",0.0777777777777777,"P1","Neutral"
